,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,OverallQual2,YearBuilt2,TotalBsmtSF2,Neighborhood_E2,GrLivArea2,SalePrice
365,5,7.20414929203594,1,1920,6.150602768446279,1,672,2.0,3.0,2.0,2.0,2.0,25,3686400,451584,4.0,51.899767021941926,147000
366,6,7.240649694255466,2,1963,6.244166900663736,1,1394,2.0,4.0,2.0,11.0,3.0,36,3853369,1943236,121.0,52.42700799492177,159000
367,6,7.266827347520591,1,1962,5.6937321388027,1,1099,2.0,4.0,2.0,11.0,3.0,36,3849444,1207801,121.0,52.80677969867315,165000
368,5,7.1459844677143876,1,1954,5.501258210544727,1,1268,2.0,3.0,2.0,11.0,4.0,25,3818116,1607824,121.0,51.06509401281528,132000
369,5,7.160845906664299,2,1959,6.3578422665081,1,1063,2.0,3.0,3.0,11.0,4.0,25,3837681,1129969,121.0,51.27771409899085,162000
370,6,7.417580402414544,2,2000,6.133398042996649,2,953,2.0,4.0,2.0,15.0,3.0,36,4000000,908209,225.0,55.02049902628431,172400
371,4,7.370860166536716,2,1959,6.523562306149512,2,0,2.0,1.0,2.0,19.0,4.0,16,3837681,0,361.0,54.32957959463767,134432
372,6,6.6240652277998935,1,1984,5.579729825986222,1,744,2.0,4.0,2.0,13.0,2.0,36,3936256,553536,169.0,43.878240142147654,125000
373,5,7.1853870155804165,1,1953,5.602118820879701,1,608,2.0,3.0,2.0,11.0,2.0,25,3814209,369664,121.0,51.629786563671644,123000
374,7,7.564757012905729,2,2003,6.075346031088684,2,847,3.0,4.0,3.0,17.0,4.0,49,4012009,717409,289.0,57.22554866430641,219500
375,1,6.807934943699926,0,1922,0.0,0,683,1.0,2.0,1.0,5.0,1.0,1,3694084,466489,25.0,46.34797819765051,61000
376,5,6.818924065275521,2,1996,6.3578422665081,1,870,3.0,4.0,2.0,17.0,2.0,25,3984016,756900,289.0,46.497725407993634,148000
377,8,7.810758116529357,2,2004,6.415096959171596,3,1580,3.0,4.0,3.0,20.0,3.0,64,4016016,2496400,400.0,61.00794235492923,340000
378,9,7.526717561352706,3,2010,6.727431724850855,1,1856,3.0,5.0,4.0,23.0,4.0,81,4040100,3444736,529.0,56.65147724837523,394432
379,6,7.496097345175956,2,2000,6.139884552226255,2,982,2.0,4.0,2.0,15.0,4.0,36,4000000,964324,225.0,56.191475408354016,179000
380,5,7.433666540166168,1,1924,5.733341276897746,2,1026,2.0,3.0,3.0,9.0,2.0,25,3701776,1052676,81.0,55.259398230386054,127000
381,7,7.171656822768514,2,2006,6.35088571671474,2,1293,3.0,4.0,3.0,20.0,3.0,49,4024036,1671849,400.0,51.43266158356218,187750
382,7,7.494430215031565,2,2006,6.461468176353717,2,939,3.0,4.0,3.0,17.0,3.0,49,4024036,881721,289.0,56.166484247978076,213500
383,6,6.665683717782408,2,1928,5.8888779583328805,1,784,2.0,2.0,2.0,13.0,2.0,36,3717184,614656,169.0,44.431339425509506,76000
384,6,7.577633832602728,2,1992,6.218600119691729,2,1580,3.0,4.0,3.0,19.0,4.0,36,3968064,2496400,361.0,57.420534501005505,240000
385,8,7.146772179452637,2,2004,6.066108090103747,2,1256,3.0,4.0,3.0,16.0,4.0,64,4016016,1577536,256.0,51.0763525849982,192000
386,5,7.077498053569231,0,1910,0.0,1,658,2.0,3.0,2.0,5.0,1.0,25,3648100,432964,25.0,50.09097869827625,81000
387,6,7.026426808699636,1,1976,5.8664680569332965,1,1041,2.0,3.0,2.0,5.0,2.0,36,3904576,1083681,25.0,49.37067369801295,125000
388,7,7.299797366758161,2,1999,6.359573868672378,2,1468,3.0,4.0,3.0,17.0,3.0,49,3996001,2155024,289.0,53.28704159572938,191000
389,10,7.75491027202143,3,2007,6.741700694652055,2,1682,4.0,5.0,4.0,24.0,4.0,100,4028049,2829124,576.0,60.13863332710349,426000
390,5,7.221105098182496,1,1900,5.953243334287785,1,861,2.0,3.0,2.0,5.0,2.0,25,3610000,741321,25.0,52.14435883899723,119000
391,6,7.581719640125308,2,2001,6.329720905522696,2,804,2.0,5.0,3.0,12.0,4.0,36,4004001,646416,144.0,57.48247270146183,215000
392,5,6.78332520060396,1,1959,5.68697535633982,1,0,2.0,1.0,2.0,11.0,3.0,25,3837681,0,121.0,46.01350077714875,106500
393,4,6.670766320845874,0,1941,0.0,1,788,2.0,3.0,2.0,4.0,1.0,16,3767481,620944,16.0,44.499123307331594,100000
394,5,6.942156705699469,1,1940,5.484796933490655,1,735,2.0,3.0,2.0,6.0,2.0,25,3763600,540225,36.0,48.193539726488105,109000
395,5,7.0431599159883405,1,1956,6.391917113392602,1,1144,2.0,3.0,2.0,5.0,2.0,25,3825936,1308736,25.0,49.606101602184886,129000
396,5,6.796823718274855,2,1972,6.398594934535208,1,894,2.0,3.0,2.0,17.0,3.0,25,3888784,799236,289.0,46.19681265730363,123000
397,5,7.502738210754851,1,1962,5.579729825986222,2,864,2.0,3.0,2.0,11.0,3.0,25,3849444,746496,121.0,56.2910806591209,169500
398,5,6.982862751468942,1,1920,5.82600010738045,1,961,2.0,2.0,2.0,2.0,2.0,25,3686400,923521,4.0,48.760372205852406,67000
399,7,7.346655163176539,2,2006,6.0844994130751715,2,1092,3.0,4.0,3.0,20.0,4.0,49,4024036,1192464,400.0,53.9733420866285,241000
400,8,7.161622002939187,2,1996,6.2166061010848646,1,1260,3.0,4.0,4.0,21.0,4.0,64,3984016,1587600,441.0,51.2888297129827,245500
401,7,7.1785454837637,2,2005,5.993961427306569,2,1310,3.0,4.0,3.0,17.0,4.0,49,4020025,1716100,289.0,51.53151526246421,164990
402,5,6.511745329644728,1,1940,5.484796933490655,1,672,2.0,3.0,2.0,7.0,2.0,25,3763600,451584,49.0,42.402827238149925,108000
403,8,7.724888439323074,2,1998,6.042632833682381,2,1141,3.0,4.0,3.0,25.0,4.0,64,3992004,1301881,625.0,59.67390139998728,258000
404,6,7.360739903058278,2,1995,5.924255797414532,2,806,2.0,4.0,2.0,15.0,4.0,36,3980025,649636,225.0,54.18049192047438,168000
405,4,7.390798521735676,2,1976,6.19644412779452,2,1281,2.0,3.0,2.0,7.0,2.0,16,3904576,1640961,49.0,54.623902788890256,150000
406,6,7.402451520818244,1,1936,5.484796933490655,1,1064,2.0,3.0,2.0,9.0,2.0,36,3748096,1132096,81.0,54.79628851806433,115000
407,6,7.427144133408616,1,1915,5.733341276897746,2,840,2.0,4.0,2.0,18.0,2.0,36,3667225,705600,324.0,55.16246997842602,177000
408,7,7.6838639802564295,3,2006,6.854354502255021,2,1063,3.0,5.0,3.0,24.0,3.0,49,4024036,1129969,576.0,59.04176566708218,280000
409,8,7.639642287858013,3,2007,6.729824070489475,2,1034,3.0,5.0,4.0,20.0,4.0,64,4028049,1069156,400.0,58.36413428642842,339750
410,5,7.152268856032539,1,1958,5.860786223465865,1,1276,2.0,3.0,2.0,5.0,2.0,25,3833764,1628176,25.0,51.154949788973006,60000
411,5,6.963189985870238,2,1955,6.35088571671474,1,1056,2.0,3.0,2.0,15.0,4.0,25,3822025,1115136,225.0,48.48601477932356,145000
412,7,7.2991214627108,2,2009,6.184148890937483,2,1470,4.0,5.0,3.0,20.0,4.0,49,4036081,2160900,400.0,53.277174127405445,222000
413,5,6.9363427358340495,2,1927,5.8888779583328805,1,1008,2.0,3.0,2.0,6.0,2.0,25,3713329,1016064,36.0,48.11285054895779,115000
414,7,7.6487397889562425,3,1993,6.520621127558696,2,1080,3.0,4.0,3.0,13.0,2.0,49,3972049,1166400,169.0,58.503220359162384,228000
415,7,7.201170883281678,2,2007,5.983936280687191,2,1340,3.0,4.0,3.0,15.0,4.0,49,4028049,1795600,225.0,51.85686209022383,181134
416,6,7.244941546337007,2,1978,6.089044875446846,1,672,2.0,3.0,2.0,7.0,4.0,36,3912484,451584,49.0,52.48917800984005,149500
417,6,7.872836175025724,3,1918,6.762729506931879,2,1370,2.0,4.0,2.0,18.0,2.0,36,3678724,1876900,324.0,61.98154943879367,239000
418,5,7.034387929915503,1,1940,5.484796933490655,1,756,2.0,3.0,2.0,5.0,2.0,25,3763600,571536,25.0,49.48261354854092,126000
419,5,6.963189985870238,1,1968,5.720311776607412,1,1056,2.0,3.0,2.0,11.0,2.0,25,3873024,1115136,121.0,48.48601477932356,142000
420,7,7.20414929203594,4,1997,6.665683717782408,2,1344,2.0,4.0,2.0,12.0,4.0,49,3988009,1806336,144.0,51.899767021941926,206300
421,6,7.3796321526095525,2,1977,6.272877006546167,2,1602,3.0,4.0,3.0,14.0,4.0,36,3908529,2566404,196.0,54.4589707078287,215000
422,5,6.8966943316227125,2,1954,6.255750041753367,1,988,2.0,3.0,2.0,12.0,3.0,25,3818116,976144,144.0,47.56439270383685,113000
423,8,7.875119281040293,3,1998,6.546785410760524,2,1470,3.0,4.0,3.0,25.0,4.0,64,3992004,2160900,625.0,62.01750369061258,315000
424,6,7.087573705557973,1,1956,5.697093486505405,1,1196,2.0,4.0,2.0,11.0,3.0,36,3825936,1430416,121.0,50.23370103171678,139000
425,7,7.237059026124737,1,1946,5.484796933490655,1,651,2.0,3.0,2.0,6.0,2.0,49,3786916,423801,36.0,52.375023347613535,135000
426,7,7.405495663199472,2,1989,6.345636360828596,2,1518,3.0,4.0,3.0,13.0,4.0,49,3956121,2304324,169.0,54.841366017666196,275000
427,4,6.811244378601294,1,1957,5.8664680569332965,1,907,2.0,3.0,2.0,11.0,2.0,16,3829849,822649,121.0,46.39304998502772,109008
428,7,7.097548850614793,2,2007,6.444131256700441,2,1208,3.0,4.0,3.0,17.0,3.0,49,4028049,1459264,289.0,50.37519968686336,195400
429,6,7.253470382684528,2,1988,6.3578422665081,2,1392,2.0,4.0,3.0,22.0,2.0,36,3952144,1937664,484.0,52.61283259248163,175000
430,6,6.895682697747868,1,1971,5.579729825986222,1,483,2.0,3.0,2.0,3.0,2.0,36,3884841,233289,9.0,47.55043986801932,85400
431,6,7.089243155027514,0,1920,0.0,1,901,2.0,3.0,2.0,6.0,1.0,36,3686400,811801,36.0,50.25736851110446,79900
432,5,7.2196420401307355,2,1971,6.089044875446846,1,765,2.0,3.0,2.0,3.0,2.0,25,3884841,585225,9.0,52.12323118762309,122500
433,6,7.380879035564116,2,1997,6.154858094016418,2,926,2.0,4.0,2.0,15.0,4.0,36,3988009,857476,225.0,54.47737533762988,181000
434,4,6.447305862541213,0,1972,0.0,1,630,2.0,4.0,2.0,1.0,1.0,16,3888784,396900,1.0,41.56775288515829,81000
435,7,7.415776975415394,2,1996,6.311734809152915,2,799,3.0,4.0,3.0,17.0,3.0,49,3984016,638401,289.0,54.99374814910109,212000
436,6,7.020190708311925,2,1920,6.089044875446846,1,648,2.0,2.0,2.0,6.0,2.0,36,3686400,419904,36.0,49.28307758106909,116000
437,6,6.807934943699926,1,1926,5.198497031265826,1,884,3.0,3.0,2.0,4.0,2.0,36,3709476,781456,16.0,46.34797819765051,119000
438,5,6.543911845564792,1,1913,5.8664680569332965,1,440,2.0,3.0,3.0,18.0,2.0,25,3659569,193600,324.0,42.8227822425232,90350
439,6,7.087573705557973,2,1920,6.270988431858299,1,684,2.0,3.0,3.0,5.0,2.0,36,3686400,467856,25.0,50.23370103171678,110000
441,4,7.273092595999522,0,1955,0.0,2,1440,2.0,3.0,1.0,5.0,1.0,16,3822025,2073600,25.0,52.897875909983064,118000
442,5,7.3613754289773485,2,1930,5.8888779583328805,2,1078,2.0,3.0,2.0,4.0,2.0,25,3724900,1162084,16.0,54.18984820635144,162900
443,7,7.138073034044347,3,2006,6.47543271670409,2,1258,3.0,5.0,3.0,16.0,4.0,49,4024036,1582564,256.0,50.95208663935107,172500
444,7,7.554334823725748,2,1994,6.202535517187923,2,915,3.0,4.0,3.0,17.0,2.0,49,3976036,837225,289.0,57.067974628955525,210000
445,6,7.432483807917119,2,1956,6.175867270105761,1,1436,2.0,3.0,2.0,5.0,2.0,36,3825936,2062096,25.0,55.241815554950165,127500
446,6,7.543802867501509,2,1966,6.361302477572996,2,1517,3.0,3.0,3.0,11.0,4.0,36,3865156,2301289,121.0,56.908961703723996,190000
447,7,7.54274354536855,2,1998,6.068425588244111,2,930,3.0,4.0,3.0,15.0,4.0,49,3992004,864900,225.0,56.89298019119892,199900
448,6,7.227662498728654,1,1937,5.293304824724492,2,780,2.0,3.0,2.0,2.0,2.0,36,3751969,608400,4.0,52.23910519552854,119500
449,3,7.076653815443951,1,1948,5.733341276897746,1,649,2.0,3.0,2.0,6.0,2.0,9,3794704,421201,36.0,50.07902922363743,120000
450,6,6.70196036600254,1,1930,5.602118820879701,1,813,2.0,3.0,3.0,6.0,2.0,36,3724900,660969,36.0,44.9162727474689,110000
451,7,7.335633981927201,2,1975,6.3578422665081,2,1533,2.0,4.0,3.0,19.0,2.0,49,3900625,2350089,361.0,53.81152591680513,280000
452,6,7.471363088187097,2,1996,6.0473721790462776,2,872,3.0,5.0,2.0,22.0,4.0,36,3984016,760384,484.0,55.82126639552463,204000
453,8,7.372118028337787,2,2008,6.517671272912275,2,768,3.0,4.0,3.0,20.0,3.0,64,4032064,589824,400.0,54.348124223743014,210000
454,5,7.455298485683291,2,1976,6.329720905522696,2,1728,2.0,3.0,2.0,12.0,2.0,25,3904576,2985984,144.0,55.58147551063157,188000
455,7,7.1252830915107115,2,1973,6.270988431858299,1,1242,2.0,3.0,2.0,14.0,2.0,49,3892729,1542564,196.0,50.76965913416844,175500
456,5,7.20414929203594,3,1916,6.2422232654551655,1,624,2.0,3.0,2.0,6.0,2.0,25,3671056,389376,36.0,51.899767021941926,98000
457,4,7.416979621381154,2,1954,6.272877006546167,1,1364,2.0,4.0,3.0,19.0,4.0,16,3818116,1860496,361.0,55.011586703983326,256000
458,8,7.418780882750794,1,1925,5.43372200355424,1,588,2.0,3.0,3.0,6.0,2.0,64,3705625,345744,36.0,55.038309786268655,161000
459,5,7.093404625868766,1,1950,5.8664680569332965,1,709,2.0,3.0,3.0,4.0,2.0,25,3802500,502681,16.0,50.31638918629641,110000
460,8,7.568379267836522,2,2009,6.315358001522335,2,832,3.0,4.0,2.0,20.0,4.0,64,4036081,692224,400.0,57.28036474181769,263435
461,7,7.035268599281097,2,1936,6.3578422665081,1,560,3.0,4.0,3.0,9.0,3.0,49,3748096,313600,81.0,49.49500426403061,155000
462,5,6.762729506931879,1,1965,5.8888779583328805,1,864,2.0,3.0,2.0,7.0,2.0,25,3861225,746496,49.0,45.734510383927095,62383
463,6,7.415175109613295,1,1934,5.484796933490655,1,715,2.0,3.0,2.0,18.0,2.0,36,3740356,511225,324.0,54.98482190622854,188700
464,5,6.947937068614969,0,1978,0.0,2,1040,2.0,4.0,2.0,17.0,1.0,25,3912484,1081600,289.0,48.27382950943397,124000
465,7,7.254884810077338,2,2004,5.988961416889864,2,1375,3.0,4.0,3.0,16.0,4.0,49,4016016,1890625,256.0,52.633353607490896,178740
466,7,7.15305163493748,2,1970,6.267200548541362,1,1277,2.0,3.0,2.0,11.0,2.0,49,3880900,1630729,121.0,51.16614769208176,167000
467,5,7.405495663199472,1,1942,5.746203190540153,1,728,2.0,3.0,3.0,11.0,2.0,25,3771364,529984,121.0,54.841366017666196,146500
468,8,7.399398083331354,3,2006,6.7650389767805414,2,1626,3.0,4.0,3.0,24.0,3.0,64,4024036,2643876,576.0,54.751091995607716,250000
469,6,7.444833273892193,2,1993,6.2285110035911835,2,832,3.0,4.0,3.0,13.0,3.0,36,3972049,692224,169.0,55.42554247605236,187000
470,8,7.315218389752975,2,1985,6.270988431858299,1,1488,3.0,4.0,3.0,23.0,3.0,64,3940225,2214144,529.0,53.5124200897801,212000
471,7,7.585788821732034,2,1977,6.282266746896006,2,808,2.0,4.0,2.0,14.0,3.0,49,3908529,652864,196.0,57.544192047914684,190000
472,6,6.9782137426306985,2,2005,6.26530121273771,1,547,2.0,4.0,2.0,5.0,3.0,36,4020025,299209,25.0,48.69546703783994,148000
473,8,7.589335823170617,3,2006,6.812345094177479,2,1976,3.0,5.0,3.0,24.0,3.0,64,4024036,3904576,576.0,57.59801823686083,440000
474,8,7.410347097821024,2,2000,6.214608098422191,2,1494,3.0,4.0,4.0,23.0,3.0,64,4000000,2232036,529.0,54.91324411018447,251000
475,5,6.878326468291325,2,1963,6.437751649736401,1,970,2.0,3.0,2.0,7.0,2.0,25,3853369,940900,49.0,47.311375004397014,132500
476,6,7.309212365692763,2,1997,6.2324480165505225,2,1478,2.0,4.0,3.0,17.0,4.0,36,3988009,2184484,289.0,53.42458540679599,208900
477,9,7.880048200971577,3,2006,6.543911845564792,2,2153,4.0,4.0,4.0,24.0,4.0,81,4024036,4635409,576.0,62.095159649635384,380000
478,8,7.449498005382849,3,2007,6.717804695023691,2,1705,3.0,5.0,3.0,17.0,3.0,64,4028049,2907025,289.0,55.49502053220304,297000
479,4,7.0317412587631285,2,1937,6.511745329644728,1,907,2.0,2.0,2.0,6.0,2.0,16,3751969,822649,36.0,49.44538513019167,89471
480,9,7.523481312573497,3,2004,6.650279048587422,2,1833,3.0,5.0,3.0,24.0,4.0,81,4016016,3359889,576.0,56.60277106064263,326000
481,9,7.491645473605133,3,2003,6.774223886357614,2,1792,3.0,5.0,4.0,24.0,4.0,81,4012009,3211264,576.0,56.12475190218828,374000
482,7,7.510430556378006,1,1915,5.10594547390058,1,910,3.0,3.0,4.0,6.0,2.0,49,3667225,828100,36.0,56.40656714217645,155000
483,6,7.104144092987527,2,1998,5.998936561946683,2,1216,2.0,5.0,2.0,12.0,2.0,36,3992004,1478656,144.0,50.46886329392957,164000
484,5,6.907755278982137,1,1962,5.579729825986222,1,999,2.0,3.0,3.0,7.0,2.0,25,3849444,998001,49.0,47.71708299430558,132500
485,5,7.01571242048723,1,1950,5.579729825986222,1,1113,3.0,3.0,3.0,11.0,2.0,25,3802500,1238769,121.0,49.220220766978784,147000
486,5,6.97914527506881,2,1965,6.246106765481563,1,1073,2.0,3.0,2.0,11.0,3.0,25,3861225,1151329,121.0,48.7084687705153,156000
487,5,7.3031700512368,2,1971,6.1903154058531475,2,1484,2.0,4.0,2.0,14.0,2.0,25,3884841,2202256,196.0,53.33629279728213,175000
488,5,7.789454566086673,2,1900,6.255750041753367,2,954,2.0,3.0,2.0,6.0,2.0,25,3610000,910116,36.0,60.67560243712852,160000
489,4,6.447305862541213,1,1970,5.659482215759621,1,630,2.0,4.0,3.0,1.0,2.0,16,3880900,396900,1.0,41.56775288515829,86000
490,5,7.173958319756794,1,1976,5.820082930352362,1,264,2.0,4.0,2.0,1.0,4.0,25,3904576,69696,1.0,51.465677973607725,115000
491,6,7.364547014255642,1,1941,5.484796933490655,1,806,2.0,3.0,1.0,11.0,2.0,36,3767481,649636,121.0,54.23655272518169,133000
492,6,7.284134806195205,2,2006,6.063785208687608,2,728,3.0,4.0,2.0,15.0,3.0,36,4024036,529984,225.0,53.05861987482445,172785
493,5,7.146772179452637,1,1960,5.733341276897746,1,1269,2.0,3.0,2.0,11.0,2.0,25,3841600,1610361,121.0,51.0763525849982,155000
494,5,6.787844982309579,1,1938,5.6131281063880705,1,190,2.0,2.0,2.0,6.0,2.0,25,3755844,36100,36.0,46.074839503865334,91300
495,4,6.580639137284949,0,1920,0.0,1,720,2.0,3.0,2.0,2.0,1.0,16,3686400,518400,4.0,43.3048114551664,34900
496,8,8.079927770758275,2,1992,6.304448802421981,3,3200,3.0,4.0,3.0,25.0,3.0,64,3968064,10240000,625.0,65.28523278067078,430000
497,7,7.507141079727608,1,1925,5.484796933490655,2,1026,2.0,3.0,2.0,4.0,2.0,49,3705625,1052676,16.0,56.3571671909338,184000
498,5,6.802394763324311,1,1967,5.666426688112432,1,864,2.0,3.0,3.0,7.0,4.0,25,3869089,746496,49.0,46.27257451610201,130000
499,5,6.816735880594968,1,1958,5.697093486505405,1,912,2.0,3.0,2.0,11.0,4.0,25,3833764,831744,121.0,46.46788806579085,120000
500,6,7.105786129481271,1,1973,5.579729825986222,1,672,2.0,3.0,2.0,3.0,2.0,36,3892729,451584,9.0,50.49219651792843,113000
501,7,7.478169694159785,2,2005,6.403574197934815,2,866,3.0,4.0,3.0,20.0,3.0,49,4020025,749956,400.0,55.923021974649856,226700
502,5,7.102499355774649,2,1965,6.135564891081739,1,1214,2.0,3.0,2.0,5.0,2.0,25,3861225,1473796,25.0,50.4454970987793,140000
503,7,7.496652438168283,2,1959,6.184148890937483,2,1501,2.0,3.0,2.0,18.0,4.0,49,3837681,2253001,324.0,56.19979777869446,289000
504,6,7.187657164114956,2,1974,6.089044875446846,2,855,2.0,3.0,2.0,10.0,2.0,36,3896676,731025,100.0,51.66241550885305,147000
505,5,7.581209826196346,2,1952,5.993961427306569,2,960,2.0,3.0,2.0,6.0,2.0,25,3810304,921600,36.0,57.474742428816036,124500
506,8,7.555905093611346,2,1993,6.156978985585555,2,777,3.0,4.0,3.0,13.0,3.0,64,3972049,603729,169.0,57.09170178366189,215000
507,6,7.105786129481271,2,2009,6.517671272912275,2,1218,3.0,4.0,3.0,20.0,4.0,36,4036081,1483524,400.0,50.49219651792843,208300
508,7,7.229113877793302,2,1928,5.8888779583328805,2,689,2.0,3.0,3.0,6.0,2.0,49,3717184,474721,36.0,52.26008745810371,161000
509,5,6.948897222313312,1,1959,5.602118820879701,1,1041,2.0,3.0,2.0,11.0,3.0,25,3837681,1083681,121.0,48.287172606273664,124500
510,5,7.218176838403408,1,1951,5.666426688112432,1,1008,3.0,3.0,2.0,11.0,2.0,25,3806401,1016064,121.0,52.102076870463414,164900
511,7,7.221835825288449,2,2005,6.163314804034641,2,1368,3.0,4.0,3.0,24.0,3.0,49,4020025,1871424,576.0,52.15491268741969,202665
512,5,6.762729506931879,2,1958,6.437751649736401,1,864,2.0,3.0,2.0,11.0,2.0,25,3833764,746496,121.0,45.734510383927095,129900
513,6,6.985641817639208,2,1983,6.184148890937483,1,1084,2.0,3.0,2.0,12.0,2.0,36,3932289,1175056,144.0,48.799191604349616,134000
514,5,6.672032945461067,1,1926,5.303304908059076,1,768,2.0,3.0,2.0,18.0,2.0,25,3709476,589824,324.0,44.516023625317885,96500
515,10,7.611347717403621,3,2009,6.803505257608338,2,2006,4.0,5.0,4.0,24.0,4.0,100,4036081,4024036,576.0,57.93261407522532,402861
516,6,7.659171367666058,2,1972,6.369900982828227,2,689,2.0,3.0,2.0,14.0,3.0,36,3888784,474721,196.0,58.662906039275555,158000
517,7,7.76004068088038,3,1996,6.7912214627261855,2,1264,3.0,4.0,3.0,25.0,3.0,49,3984016,1597696,625.0,60.218231368918424,265000
518,6,7.493873886783559,2,1998,6.304448802421981,2,794,2.0,4.0,2.0,17.0,3.0,36,3992004,630436,289.0,56.158145831016526,211000
519,7,7.640603826393634,1,1926,5.645446897643238,1,1276,3.0,4.0,3.0,18.0,2.0,49,3709476,1628176,324.0,58.378826831901044,234000
520,4,7.166265974133638,0,1900,0.0,2,0,2.0,1.0,2.0,6.0,1.0,16,3610000,0,36.0,51.35536801202554,106250
521,6,7.126890808898808,1,1957,5.820082930352362,1,1244,2.0,3.0,2.0,11.0,2.0,36,3829849,1547536,121.0,50.792572601966306,150000
522,6,7.417580402414544,2,1947,6.042632833682381,2,1004,2.0,3.0,2.0,4.0,2.0,36,3790809,1008016,16.0,55.02049902628431,159000
524,7,7.782807262839695,3,1996,6.727431724850855,2,1379,3.0,4.0,3.0,25.0,4.0,49,3984016,1901641,625.0,60.5720888905103,315750
525,7,7.144407180321139,2,2005,6.118097198041348,2,1257,3.0,4.0,3.0,20.0,2.0,49,4020025,1580049,400.0,51.04255395822424,176000
526,5,6.834108738813838,1,1956,5.53338948872752,1,928,2.0,4.0,2.0,11.0,2.0,25,3825936,861184,121.0,46.70504225393167,132000
527,9,7.906178840394815,3,2008,6.755768921984255,2,1452,4.0,5.0,4.0,24.0,4.0,81,4032064,2108304,576.0,62.5076638563067,446261
528,4,6.406879986069314,0,1920,0.0,1,528,2.0,3.0,2.0,5.0,1.0,16,3686400,278784,25.0,41.04811115589553,86000
529,6,7.830425617820331,2,1957,6.184148890937483,3,2035,3.0,3.0,2.0,18.0,3.0,36,3829849,4141225,324.0,61.31556535621691,200624
530,6,7.31986492980897,2,1988,6.398594934535208,2,1461,3.0,4.0,3.0,22.0,3.0,36,3952144,2134521,484.0,53.58042259064728,175000
531,6,7.217443431696533,2,1920,6.220590170099739,2,611,2.0,2.0,2.0,4.0,4.0,36,3686400,373321,16.0,52.091489689739426,128000
532,5,6.71901315438526,1,1955,5.973809611869261,1,0,2.0,1.0,2.0,11.0,2.0,25,3822025,0,121.0,45.14513776880216,107500
533,1,5.814130531825066,0,1946,0.0,1,0,1.0,1.0,1.0,4.0,1.0,1,3786916,0,16.0,33.804113841100424,39300
534,8,7.254884810077338,2,2004,6.0014148779611505,2,707,3.0,5.0,3.0,15.0,4.0,64,4016016,499849,225.0,52.633353607490896,178000
535,5,7.206377291472252,0,1910,0.0,1,1117,2.0,4.0,2.0,5.0,1.0,25,3648100,1247689,25.0,51.93187366704696,107500
536,7,7.45298232946546,2,1998,6.269096283706261,2,880,2.0,4.0,3.0,17.0,4.0,49,3992004,774400,289.0,55.54694560332439,188000
537,4,6.762729506931879,2,1972,6.3578422665081,1,864,2.0,3.0,2.0,11.0,2.0,16,3888784,746496,121.0,45.734510383927095,111250
538,5,7.05617528410041,1,1968,5.820082930352362,1,1051,2.0,3.0,2.0,7.0,2.0,25,3873024,1104601,49.0,49.78960963994951,158000
539,8,7.379008127628304,2,2001,6.508769136971682,2,1581,3.0,4.0,3.0,17.0,3.0,64,4004001,2499561,289.0,54.449760947604574,272000
540,9,7.516977224604321,3,2006,6.641182169740591,2,1838,4.0,5.0,4.0,22.0,4.0,81,4024036,3378244,484.0,56.504946595220076,315000
541,8,7.734558844354756,3,2000,6.47543271670409,2,969,3.0,4.0,3.0,25.0,4.0,64,4000000,938961,625.0,59.82340051678637,248000
542,7,7.427144133408616,2,1998,6.369900982828227,2,1650,3.0,5.0,3.0,14.0,4.0,49,3992004,2722500,196.0,55.16246997842602,213250
543,7,6.643789733147672,1,1998,5.908082938168931,1,723,2.0,4.0,2.0,11.0,4.0,49,3992004,522729,121.0,44.13994201827842,133000
544,7,7.311218384419629,2,2006,6.056784013228625,2,654,3.0,4.0,3.0,15.0,3.0,49,4024036,427716,225.0,53.45391426467557,179665
545,7,7.688913336864796,3,1988,6.668228248417403,2,1204,3.0,4.0,3.0,14.0,2.0,49,3952144,1449616,196.0,59.11938830181733,229000
546,6,7.400009517162692,2,1923,6.089044875446846,1,1065,2.0,4.0,2.0,4.0,2.0,36,3697929,1134225,16.0,54.76014085409842,210000
547,5,6.645090969505644,2,1970,6.437751649736401,1,768,2.0,4.0,2.0,12.0,2.0,25,3880900,589824,144.0,44.15723399300546,129500
548,5,6.716594773520978,2,1955,6.580639137284949,1,825,2.0,3.0,2.0,6.0,3.0,25,3822025,680625,36.0,45.112645351689316,125000
549,7,7.647308832356238,2,2003,6.423246963533519,2,912,3.0,4.0,3.0,20.0,4.0,49,4012009,831744,400.0,58.48133237743373,263000
550,6,6.975413927455952,2,1977,6.089044875446846,2,1069,2.0,4.0,2.0,10.0,3.0,36,3908529,1142761,100.0,48.65639945934647,140000
551,5,6.834108738813838,1,1957,5.666426688112432,1,928,2.0,3.0,2.0,6.0,4.0,25,3829849,861184,36.0,46.70504225393167,112500
552,8,7.4489161025442,3,2006,6.812345094177479,2,1709,3.0,5.0,3.0,24.0,3.0,64,4024036,2920681,576.0,55.48635110274228,255500
553,4,7.027314514039777,2,1949,6.255750041753367,2,0,2.0,1.0,3.0,5.0,4.0,16,3798601,0,25.0,49.383149279234104,108000
