,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,GarageType_E,Foundation_E,OverallQual2,TotalBsmtSF2,Neighborhood_E2
179,5,6.876264611890766,2,1923,6.175867270105761,1,6.876264611890766,3.0,3.0,2.0,6.0,2.0,3.0,3.0,25,47.283015012741274,36.0
180,6,7.330405211844402,2,2000,6.089044875446846,2,6.6293632534374485,3.0,4.0,3.0,20.0,2.0,3.0,6.0,36,43.948457146026755,400.0
181,7,7.497207223203318,1,1920,5.37989735354046,1,6.677083461247136,2.0,2.0,2.0,18.0,2.0,3.0,2.0,49,44.58344354846004,324.0
182,5,7.201170883281678,1,1957,5.53338948872752,1,0.0,2.0,1.0,2.0,5.0,3.0,6.0,6.0,25,0.0,25.0
183,7,7.641564441260972,2,2003,6.184148890937483,2,7.217443431696533,2.0,4.0,3.0,6.0,2.0,3.0,6.0,49,52.091489689739426,36.0
184,5,7.133295954896068,2,1908,6.3578422665081,1,6.22455842927536,2.0,2.0,2.0,4.0,2.0,6.0,6.0,25,38.745127639462936,16.0
185,10,8.19118600464279,3,1892,6.734591659972948,2,7.010311867307229,3.0,3.0,4.0,6.0,2.0,3.0,2.0,100,49.144472476908575,36.0
186,7,7.1049654482698426,2,1990,6.210600077024653,2,7.080867896690782,2.0,4.0,3.0,12.0,2.0,6.0,6.0,49,50.138690170386134,144.0
187,5,7.4127640174265625,1,1916,5.198497031265826,2,6.493753839851686,2.0,2.0,2.0,6.0,2.0,3.0,3.0,25,42.168838932588514,36.0
188,5,7.110696122978827,2,1979,6.270988431858299,0,6.99117688712121,2.0,4.0,2.0,13.0,2.0,3.0,3.0,25,48.87655426701781,169.0
189,8,7.374001859350161,2,2001,6.52649485957079,1,7.374001859350161,3.0,5.0,4.0,23.0,4.0,6.0,6.0,64,54.375903421699626,529.0
190,8,7.911324018963353,2,1932,6.089044875446846,2,6.74993119378857,3.0,4.0,3.0,18.0,2.0,3.0,3.0,64,45.56157112087999,324.0
191,7,7.299797366758161,2,1972,6.184148890937483,1,6.587550014824796,2.0,3.0,3.0,11.0,4.0,6.0,3.0,49,43.395815197818166,121.0
192,7,7.266827347520591,2,1999,6.502790045915623,2,7.266827347520591,3.0,4.0,3.0,17.0,4.0,6.0,6.0,49,52.80677969867315,289.0
193,7,7.444248649496705,2,2004,5.942799375126701,2,6.878326468291325,3.0,4.0,3.0,5.0,2.0,3.0,6.0,49,47.311375004397014,25.0
194,5,6.762729506931879,1,1972,5.8664680569332965,1,6.762729506931879,2.0,3.0,2.0,17.0,2.0,3.0,3.0,25,45.734510383927095,289.0
195,6,7.284134806195205,2,1976,6.089044875446846,2,6.752270376141742,2.0,4.0,2.0,10.0,2.0,6.0,3.0,36,45.59315523252134,100.0
196,7,7.454141078146678,3,2007,6.668228248417403,2,7.454141078146678,4.0,5.0,4.0,20.0,4.0,6.0,6.0,49,55.56421921291373,400.0
197,8,8.043342170441608,2,1918,6.679599185844383,2,7.215975002651466,3.0,3.0,3.0,11.0,2.0,3.0,6.0,64,52.07029523889082,121.0
198,6,7.709756864454165,0,1912,0.0,1,6.628041376179533,2.0,3.0,2.0,6.0,1.0,1.0,3.0,36,43.930932484347885,36.0
199,8,7.446585099157725,3,2004,6.75343791859778,2,7.446585099157725,3.0,5.0,4.0,24.0,4.0,6.0,6.0,64,55.45162963899787,576.0
200,4,7.022868086082641,2,2003,6.089044875446846,2,7.022868086082641,2.0,4.0,2.0,5.0,3.0,6.0,6.0,16,49.32067615451806,25.0
201,6,7.154615356913663,2,1977,6.161207321695077,2,7.087573705557973,2.0,3.0,2.0,12.0,2.0,3.0,3.0,36,50.23370103171678,144.0
202,6,7.1785454837637,1,1924,5.988961416889864,2,6.42648845745769,2.0,2.0,2.0,6.0,2.0,6.0,2.0,36,41.29975389383692,36.0
203,6,6.744059186311348,2,2004,6.042632833682381,1,6.744059186311348,3.0,4.0,3.0,17.0,3.0,6.0,6.0,36,45.48233430847048,289.0
204,5,7.158513997329321,1,1947,5.484796933490655,1,6.580639137284949,2.0,3.0,2.0,6.0,2.0,3.0,3.0,25,43.3048114551664,36.0
205,7,7.274479558773871,2,1990,6.2166061010848646,2,7.261927092702751,2.0,4.0,2.0,15.0,3.0,6.0,6.0,49,52.73558509973024,225.0
206,5,7.436617265234227,1,1962,5.857933154483459,1,7.039660349862076,2.0,3.0,2.0,7.0,3.0,6.0,3.0,25,49.55681784142024,49.0
207,4,7.00397413672268,1,1960,5.746203190540153,1,7.00397413672268,2.0,3.0,2.0,11.0,3.0,6.0,6.0,16,49.055653707880204,121.0
208,7,7.631916513071252,2,1988,6.12029741895095,2,7.05444965813294,3.0,4.0,2.0,13.0,4.0,6.0,3.0,49,49.765259979131955,169.0
209,6,6.996681488176539,2,1964,6.22455842927536,1,6.996681488176539,2.0,4.0,2.0,11.0,3.0,6.0,3.0,36,48.95355184699227,121.0
210,5,6.762729506931879,0,1925,0.0,1,6.762729506931879,2.0,3.0,2.0,5.0,1.0,1.0,3.0,25,45.734510383927095,25.0
211,6,7.10085190894405,2,2009,6.133398042996649,2,7.10085190894405,2.0,4.0,3.0,5.0,3.0,6.0,6.0,36,50.42209783275436,25.0
212,7,7.52456122628536,2,2009,6.4692503167957724,2,6.803505257608338,2.0,4.0,3.0,20.0,3.0,6.0,6.0,49,46.28768379030429,400.0
213,5,6.898714534329988,2,1995,6.3578422665081,1,6.898714534329988,2.0,4.0,2.0,17.0,2.0,6.0,6.0,25,47.592262226175826,289.0
214,6,7.239214973779806,1,1977,5.703782474656201,1,6.536691597591305,2.0,4.0,2.0,17.0,4.0,6.0,3.0,36,42.72833704202076,289.0
215,5,7.1204443723924875,1,1957,6.104793232414985,1,6.976348070447749,2.0,3.0,3.0,11.0,2.0,6.0,3.0,25,48.66943240004003,121.0
216,7,7.270312886079025,2,2004,6.184148890937483,2,7.270312886079025,3.0,4.0,3.0,17.0,2.0,6.0,6.0,49,52.85744946148672,289.0
217,4,7.192182058713246,1,1925,5.351858133476067,1,6.532334292222349,2.0,3.0,2.0,6.0,2.0,3.0,3.0,16,42.67139130534406,36.0
218,7,7.578145472419466,2,1939,6.068425588244111,1,6.683360945766275,3.0,3.0,3.0,18.0,2.0,6.0,3.0,49,44.66731353139387,324.0
219,7,7.130098510125578,2,2005,6.0844994130751715,2,7.130098510125578,3.0,4.0,3.0,16.0,4.0,6.0,6.0,49,50.83830476409498,256.0
220,7,7.312553498102598,2,2006,6.516193076042964,2,7.312553498102598,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,53.47343866261254,289.0
221,6,7.7266536648476425,2,2002,5.968707559985366,2,6.918695219020472,3.0,4.0,3.0,15.0,3.0,7.0,6.0,36,47.86834353369673,225.0
222,6,7.347943823148687,2,1975,6.075346031088684,2,6.570882962339584,2.0,4.0,2.0,14.0,3.0,6.0,3.0,36,43.176502904764625,196.0
223,4,6.762729506931879,2,1971,6.3578422665081,1,6.762729506931879,2.0,3.0,2.0,11.0,2.0,3.0,3.0,16,45.734510383927095,121.0
224,10,7.780303087908373,3,2003,6.876264611890766,2,7.780303087908373,4.0,5.0,4.0,24.0,4.0,6.0,6.0,100,60.53311613971656,576.0
225,5,7.172424577124845,1,1971,5.638354669333745,2,6.447305862541213,2.0,3.0,2.0,3.0,2.0,3.0,3.0,25,41.56775288515829,9.0
226,7,7.83241092718792,3,1995,6.582025138892826,2,7.093404625868766,3.0,4.0,3.0,25.0,3.0,6.0,6.0,49,50.31638918629641,625.0
227,6,6.895682697747868,1,1970,5.638354669333745,1,6.182084906716632,2.0,3.0,2.0,3.0,2.0,3.0,3.0,36,38.21817379385359,9.0
228,5,6.816735880594968,1,1967,5.820082930352362,1,6.816735880594968,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,46.46788806579085,49.0
229,7,7.349873704738337,2,2005,6.066108090103747,2,7.2254814727822945,3.0,4.0,3.0,16.0,4.0,6.0,6.0,49,52.207582513520194,256.0
230,6,7.085901464365611,1,1959,5.746203190540153,1,7.085901464365611,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,50.209999562698705,121.0
231,8,7.9355873855892,3,1995,6.698268054115413,2,7.288244401020124,3.0,4.0,4.0,25.0,4.0,6.0,6.0,64,53.11850644900119,625.0
232,6,6.895682697747868,1,1972,5.666426688112432,1,6.182084906716632,2.0,3.0,2.0,3.0,2.0,6.0,3.0,36,38.21817379385359,9.0
233,5,6.796823718274855,1,1976,5.733341276897746,1,6.796823718274855,2.0,3.0,2.0,17.0,2.0,6.0,3.0,25,46.19681265730363,289.0
234,6,7.581209826196346,2,2002,6.089044875446846,2,6.7580945044277305,3.0,4.0,3.0,15.0,4.0,7.0,6.0,36,45.671841330776296,225.0
235,6,6.895682697747868,1,1971,5.579729825986222,1,6.182084906716632,2.0,3.0,2.0,3.0,2.0,3.0,3.0,36,38.21817379385359,9.0
236,7,7.254884810077338,2,2004,6.20455776256869,2,7.254884810077338,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,52.633353607490896,289.0
237,7,7.4645098346365275,2,1993,6.126869184114185,2,6.904750769961838,3.0,4.0,3.0,13.0,3.0,6.0,6.0,49,47.675583195288596,169.0
238,8,7.43543801981455,3,2007,6.70808408385307,2,7.43543801981455,4.0,5.0,3.0,24.0,4.0,6.0,6.0,64,55.28573854650372,576.0
239,6,7.305188215393037,1,1945,5.3981627015177525,1,6.601230118728877,2.0,3.0,2.0,5.0,2.0,3.0,3.0,36,43.57623908041326,25.0
240,8,7.356918242356021,2,2008,6.621405651764134,2,7.356918242356021,3.0,4.0,3.0,20.0,3.0,6.0,6.0,64,54.12424602471081,400.0
241,5,6.7650389767805414,0,1945,0.0,1,6.532334292222349,2.0,3.0,3.0,6.0,1.0,1.0,3.0,25,42.67139130534406,36.0
242,5,7.273092595999522,1,1900,5.8664680569332965,1,6.293419278846481,2.0,3.0,2.0,6.0,2.0,6.0,2.0,25,39.607126219356566,36.0
243,6,7.1049654482698426,1,1980,5.666426688112432,1,6.440946540632921,2.0,4.0,2.0,13.0,3.0,6.0,3.0,36,41.485792339291194,169.0
244,7,7.65491704784832,2,1994,6.139884552226255,2,6.855408798609928,3.0,4.0,3.0,13.0,3.0,6.0,6.0,49,46.99662979605842,169.0
245,7,7.5352967024440884,2,1988,6.405228458030842,2,7.520776415062797,2.0,4.0,2.0,14.0,4.0,6.0,3.0,49,56.56207788536482,196.0
246,6,7.564757012905729,1,1910,6.089044875446846,2,6.928537818164665,2.0,2.0,1.0,6.0,2.0,3.0,4.0,36,48.00463629773798,36.0
247,6,7.226936018493289,2,1954,6.113682179832232,1,7.221105098182496,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,52.14435883899723,121.0
248,7,7.419979923661835,2,2003,6.2166061010848646,2,6.734591659972948,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,45.35472482657719,289.0
249,6,7.6708948313621175,2,1958,5.966146739123692,2,7.275864600546533,3.0,4.0,3.0,19.0,4.0,6.0,3.0,36,52.93820568548616,361.0
250,3,7.175489713624222,0,1940,0.0,1,6.591673732008658,2.0,3.0,1.0,4.0,1.0,1.0,3.0,9,43.450162589252955,16.0
251,8,7.3938782901077555,2,2006,6.289715570908998,2,7.3613754289773485,3.0,4.0,3.0,18.0,4.0,6.0,6.0,64,54.18984820635144,324.0
252,6,7.403061091090091,2,2004,6.255750041753367,2,6.683360945766275,3.0,4.0,3.0,13.0,3.0,6.0,6.0,36,44.66731353139387,169.0
253,6,7.172424577124845,1,1964,5.736572297479192,2,7.172424577124845,2.0,4.0,3.0,11.0,3.0,6.0,3.0,36,51.443674314544516,121.0
254,5,7.181591944611865,1,1957,5.68697535633982,1,7.181591944611865,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,51.57526285891403,121.0
255,7,7.73718007783463,2,1999,6.063785208687608,2,6.883462586413092,3.0,4.0,3.0,15.0,4.0,7.0,6.0,49,47.38205717854881,225.0
256,6,7.455298485683291,2,2003,6.513230110912307,2,6.762729506931879,3.0,4.0,3.0,20.0,3.0,6.0,6.0,36,45.734510383927095,400.0
257,7,7.380879035564116,2,2006,6.493753839851686,2,7.380879035564116,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,54.47737533762988,289.0
258,7,7.491645473605133,2,2001,6.336825731146441,2,6.871091294610546,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,47.21189557887282,289.0
259,5,6.78332520060396,1,1956,5.733341276897746,1,0.0,2.0,1.0,2.0,6.0,2.0,3.0,6.0,25,0.0,36.0
260,6,7.232010331664759,2,1962,6.785587645007929,1,7.217443431696533,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,52.091489689739426,121.0
261,8,7.853604813097837,3,2007,6.767343125265392,2,7.301822342137932,3.0,5.0,4.0,17.0,4.0,7.0,6.0,64,53.31660951614467,289.0
262,6,7.10085190894405,2,1977,6.20050917404269,1,6.2285110035911835,2.0,4.0,2.0,7.0,2.0,6.0,3.0,36,38.79434932185645,49.0
263,5,7.183111701743281,2,1929,6.184148890937483,1,6.831953565565855,2.0,3.0,2.0,6.0,2.0,3.0,2.0,25,46.675589522048,36.0
264,5,6.639875833826536,2,1925,6.22455842927536,1,6.523562306149512,2.0,2.0,2.0,6.0,2.0,3.0,2.0,25,42.55686516221474,36.0
265,6,7.260522598089852,2,1981,6.3578422665081,2,7.260522598089852,2.0,4.0,3.0,14.0,4.0,6.0,3.0,36,52.71518839737342,196.0
266,6,7.321188556739478,2,1997,6.025865973825314,2,6.688354713946762,2.0,4.0,2.0,15.0,4.0,6.0,6.0,36,44.73408877957387,225.0
267,5,7.693025748417888,1,1939,5.484796933490655,2,6.580639137284949,2.0,3.0,3.0,9.0,2.0,3.0,6.0,25,43.3048114551664,81.0
268,5,6.658011045870748,1,1940,6.829793737512425,1,6.608000625296087,2.0,3.0,2.0,2.0,4.0,3.0,3.0,25,43.66567226391347,4.0
269,6,7.01571242048723,1,1976,6.22455842927536,1,7.042286171939743,2.0,3.0,2.0,5.0,3.0,6.0,3.0,36,49.59379452749372,25.0
270,8,7.570443252057374,3,2006,6.960347729101308,2,6.999422467507961,3.0,4.0,3.0,20.0,3.0,6.0,6.0,64,48.99191487865524,400.0
271,7,7.218176838403408,2,1954,6.0867747269123065,1,7.234177179749849,2.0,4.0,2.0,19.0,2.0,6.0,3.0,49,52.33331946801347,361.0
272,8,7.7279755421055585,3,1999,6.51025834052315,2,7.050122520269059,3.0,4.0,3.0,25.0,4.0,6.0,6.0,64,49.704227550804944,625.0
273,6,7.398174092970465,1,1958,5.82600010738045,2,7.123672785204607,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,50.74671395066476,121.0
274,5,6.705639094860003,1,1982,5.579729825986222,1,6.705639094860003,2.0,3.0,2.0,12.0,2.0,6.0,3.0,25,44.96559567051488,144.0
275,7,7.3453648404168685,2,1925,6.511745329644728,2,6.859614903654202,3.0,3.0,4.0,4.0,2.0,3.0,2.0,49,47.05431662643485,16.0
276,7,7.353081920515432,2,2003,6.352629396319567,2,7.353081920515432,3.0,5.0,3.0,12.0,4.0,6.0,6.0,49,54.067813729810915,144.0
277,4,6.762729506931879,2,1951,5.993961427306569,1,6.762729506931879,2.0,3.0,2.0,15.0,2.0,3.0,3.0,16,45.734510383927095,225.0
278,9,7.660114319173928,3,2006,6.597145701886651,2,7.660114319173928,4.0,5.0,4.0,24.0,4.0,6.0,6.0,81,58.677351382813455,576.0
279,7,7.612336837167746,2,1977,6.226536669287466,2,7.057036981697891,2.0,4.0,2.0,19.0,4.0,6.0,3.0,49,49.80177096105168,361.0
280,7,7.592366128519796,2,1989,6.3561076606958915,2,6.694562058521095,3.0,4.0,3.0,13.0,4.0,6.0,3.0,49,44.8171611553902,169.0
281,6,7.141245122350491,2,2006,6.35088571671474,2,7.141245122350491,3.0,4.0,3.0,20.0,4.0,6.0,6.0,36,50.997381897494684,400.0
282,7,7.181591944611865,2,2007,6.440946540632921,2,7.181591944611865,3.0,4.0,3.0,24.0,3.0,6.0,6.0,49,51.57526285891403,576.0
283,8,7.292337176173877,3,2008,6.80128303447162,2,7.292337176173877,3.0,4.0,3.0,20.0,4.0,6.0,6.0,64,53.1781814910076,400.0
284,6,7.362645270417825,2,1992,6.272877006546167,2,7.362645270417825,3.0,4.0,3.0,13.0,3.0,6.0,6.0,36,54.208545378005965,169.0
285,7,7.1316985104669115,2,2006,6.270988431858299,2,6.439350371100098,3.0,4.0,3.0,20.0,3.0,3.0,6.0,49,41.46523320178697,400.0
286,6,7.45876269238096,2,1962,6.089044875446846,1,6.816735880594968,2.0,3.0,3.0,11.0,3.0,6.0,3.0,36,46.46788806579085,121.0
287,4,6.755768921984255,0,1971,0.0,1,6.755768921984255,2.0,3.0,2.0,11.0,1.0,1.0,3.0,16,45.6404137272483,121.0
288,5,6.803505257608338,1,1967,5.638354669333745,1,6.78332520060396,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,46.01350077714875,49.0
289,6,7.242082359256962,1,1915,5.953243334287785,1,6.54965074223381,2.0,3.0,2.0,4.0,2.0,3.0,2.0,36,42.8979248452439,16.0
290,8,7.560080465021827,2,2006,6.530877627725885,2,6.984716320118266,3.0,4.0,3.0,17.0,3.0,6.0,6.0,64,48.78626207252645,289.0
291,5,7.448333860897476,0,1912,0.0,2,6.660575149839686,2.0,3.0,1.0,9.0,1.0,1.0,6.0,25,44.363261326661956,81.0
292,5,7.448333860897476,1,1949,5.641907070938114,1,6.645090969505644,2.0,3.0,2.0,5.0,2.0,6.0,3.0,25,44.15723399300546,25.0
293,7,7.724888439323074,2,1977,6.29156913955832,2,6.679599185844383,2.0,3.0,3.0,14.0,4.0,6.0,3.0,49,44.617045283532946,196.0
294,6,7.405495663199472,2,1953,6.037870919922137,1,7.256297239690681,2.0,3.0,2.0,11.0,4.0,6.0,3.0,36,52.65384963074259,121.0
295,6,6.911747300251674,2,1984,6.3784261836515865,1,6.911747300251674,2.0,3.0,2.0,12.0,2.0,3.0,3.0,36,47.77225074253631,144.0
296,5,7.351799869057777,1,1950,5.645446897643238,1,6.814542897259958,2.0,3.0,2.0,2.0,2.0,6.0,3.0,25,46.437994898596145,4.0
297,7,7.576097340623111,2,1997,6.3578422665081,2,6.883462586413092,3.0,4.0,3.0,20.0,3.0,3.0,6.0,49,47.38205717854881,400.0
298,6,7.463936604468925,2,1968,6.29156913955832,1,6.555356891810665,3.0,3.0,2.0,14.0,2.0,6.0,3.0,36,42.97270397900958,196.0
299,6,7.050122520269059,1,1950,5.707110264748875,1,6.996681488176539,2.0,3.0,3.0,18.0,2.0,6.0,3.0,36,48.95355184699227,324.0
300,5,7.198183577101943,1,1953,5.929589143389895,1,7.061334366910438,2.0,3.0,2.0,18.0,2.0,6.0,3.0,25,49.86244304131043,324.0
301,8,7.8050670442584895,2,1998,6.52795791762255,2,6.9363427358340495,3.0,4.0,3.0,17.0,4.0,7.0,6.0,64,48.11285054895779,289.0
302,7,7.340835554123275,3,2001,6.738152494595957,2,7.340835554123275,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,53.887866632680364,289.0
303,5,6.796823718274855,2,1972,6.315358001522335,1,6.796823718274855,2.0,3.0,2.0,17.0,2.0,6.0,6.0,25,46.19681265730363,289.0
304,7,8.158802490694002,3,1880,6.769641976852503,3,7.293697720601438,2.0,3.0,3.0,6.0,2.0,6.0,2.0,49,53.19802643950661,36.0
305,8,7.601402334583733,3,2004,6.790097235513905,2,7.601402334583733,3.0,4.0,3.0,17.0,4.0,6.0,6.0,64,57.781317452215035,289.0
306,7,7.716015266642587,3,1990,6.616065185132817,2,6.55250788703459,3.0,4.0,3.0,13.0,3.0,6.0,3.0,49,42.93535960965051,169.0
307,6,7.249215057114389,0,1920,0.0,1,5.768320995793772,2.0,3.0,1.0,2.0,1.0,1.0,3.0,36,33.27352711051525,4.0
308,4,6.759255270663693,2,1940,6.29156913955832,1,6.759255270663693,2.0,3.0,2.0,5.0,2.0,3.0,3.0,16,45.68753181399491,25.0
309,9,7.573017256052546,3,2003,6.5638555265321274,2,7.5480289699350145,3.0,5.0,4.0,24.0,4.0,6.0,6.0,81,56.97274133097824,576.0
310,6,7.31455283232408,2,1993,6.042632833682381,2,6.548219102762372,2.0,4.0,3.0,15.0,4.0,6.0,6.0,36,42.87917341778205,225.0
311,6,6.880384082186005,1,1948,5.484796933490655,1,6.880384082186005,2.0,3.0,2.0,11.0,2.0,3.0,3.0,36,47.339685118398556,121.0
312,5,7.020190708311925,2,1939,6.018593214496234,1,6.677083461247136,2.0,4.0,2.0,6.0,2.0,3.0,3.0,25,44.58344354846004,36.0
313,7,7.619233416226805,2,1965,6.2422232654551655,2,7.667158255319148,2.0,4.0,2.0,22.0,3.0,6.0,3.0,49,58.785315712108556,484.0
314,7,7.403670290012373,2,1925,6.304448802421981,1,6.591673732008658,2.0,3.0,4.0,6.0,2.0,3.0,2.0,49,43.450162589252955,36.0
315,7,7.267525427828172,2,2004,6.07073772800249,2,6.57507584059962,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,43.231622309636805,225.0
316,7,7.763871287820222,2,1980,6.184148890937483,2,6.740519359606223,3.0,4.0,4.0,14.0,3.0,6.0,3.0,49,45.43460123722629,196.0
317,8,7.580699752224563,3,2006,6.933423025730715,2,6.9930151229329605,3.0,4.0,3.0,20.0,3.0,6.0,6.0,64,48.90226050956909,400.0
318,7,7.881182202227102,3,1993,6.48768401848461,2,7.206377291472252,3.0,4.0,3.0,25.0,3.0,6.0,6.0,49,51.93187366704696,625.0
319,7,7.29505641646263,2,1980,6.3784261836515865,2,7.224753405767971,2.0,4.0,2.0,14.0,2.0,6.0,3.0,49,52.1970617741559,196.0
320,9,7.862112211662748,3,2006,6.734591659972948,3,7.1308988302963465,2.0,5.0,3.0,24.0,3.0,6.0,6.0,81,50.849718127921804,576.0
321,8,7.81156848934518,3,2004,6.771935555839602,2,7.036148493750536,3.0,5.0,3.0,24.0,4.0,7.0,6.0,64,49.50738562610794,576.0
322,7,7.912423121473705,2,1986,6.3578422665081,2,7.315218389752975,3.0,3.0,3.0,13.0,4.0,6.0,3.0,49,53.5124200897801,169.0
323,3,7.059617628291383,1,1955,5.3981627015177525,1,7.0587581525186645,2.0,3.0,2.0,6.0,2.0,6.0,3.0,9,49.82606665574871,36.0
324,7,7.999342952713282,2,1967,6.336825731146441,2,6.566672429803241,3.0,4.0,3.0,11.0,4.0,7.0,3.0,49,43.121186800337995,121.0
325,5,6.6895992691789665,2,1941,5.8888779583328805,1,6.580639137284949,2.0,3.0,2.0,2.0,2.0,3.0,3.0,25,43.3048114551664,4.0
326,8,7.450079569807499,2,1993,6.161207321695077,1,7.450079569807499,3.0,4.0,3.0,21.0,4.0,6.0,6.0,64,55.503685596463086,441.0
327,6,7.232733136177615,1,1960,5.680172609017068,1,7.232733136177615,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,52.31242861916167,121.0
328,6,7.666221925662725,2,1916,6.091309882077698,2,6.739336627357174,2.0,3.0,3.0,4.0,2.0,3.0,2.0,36,45.418658176837965,16.0
329,5,7.084226422097916,1,1920,5.247024072160486,1,6.391917113392602,2.0,3.0,2.0,2.0,2.0,3.0,6.0,25,40.856604384481216,4.0
330,5,7.455298485683291,1,1964,5.8664680569332965,2,7.455298485683291,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,55.58147551063157,121.0
331,5,6.963189985870238,1,1958,5.733341276897746,1,6.963189985870238,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,48.48601477932356,121.0
332,8,7.396335293800808,3,2003,6.78105762593618,2,8.073091199693154,3.0,4.0,3.0,24.0,3.0,6.0,6.0,64,65.17480151856306,576.0
333,7,7.214504414151143,2,2004,6.184148890937483,2,7.214504414151143,3.0,4.0,3.0,24.0,3.0,6.0,6.0,49,52.049073941806334,576.0
334,6,7.40184157874383,2,1998,6.159095388491933,2,6.8501261661455,2.0,4.0,2.0,15.0,4.0,6.0,6.0,36,46.924228492111254,225.0
335,5,7.488293515159428,2,1965,6.272877006546167,2,7.313220387090301,2.0,3.0,2.0,22.0,4.0,6.0,3.0,25,53.48319243015322,484.0
336,9,7.56164174558878,3,2005,6.517671272912275,2,7.56164174558878,3.0,5.0,3.0,23.0,4.0,6.0,6.0,81,57.17842588863093,529.0
337,7,7.337587743538596,2,2002,6.278521424165844,2,7.337587743538596,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,53.84019389412783,289.0
338,7,7.3914152346753585,2,1984,6.089044875446846,2,7.097548850614793,3.0,4.0,3.0,14.0,3.0,6.0,3.0,49,50.37519968686336,196.0
339,6,7.103322062526113,1,1958,5.697093486505405,1,7.103322062526113,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,50.457184323970225,121.0
340,8,7.554334823725748,2,2002,6.068425588244111,2,6.875232087276577,3.0,4.0,3.0,22.0,4.0,6.0,6.0,64,47.268816253917436,484.0
341,4,6.7357800142423265,1,1950,5.68697535633982,1,6.582025138892826,1.0,3.0,2.0,13.0,2.0,2.0,3.0,16,43.323054929017125,169.0
342,3,6.947937068614969,2,1949,5.993961427306569,2,0.0,2.0,1.0,2.0,11.0,2.0,3.0,1.0,9,0.0,121.0
343,9,7.429520842786462,2,2005,6.336825731146441,2,7.429520842786462,4.0,5.0,4.0,24.0,3.0,6.0,6.0,81,55.19777995339846,576.0
344,5,7.014814351275545,1,1976,5.820082930352362,1,6.285998094508865,2.0,4.0,2.0,1.0,2.0,6.0,3.0,25,39.51377204416908,1.0
345,6,7.363913501405819,1,1939,5.746203190540153,1,6.880384082186005,2.0,3.0,1.0,4.0,2.0,3.0,2.0,36,47.339685118398556,16.0
346,6,6.8658910748834385,1,1960,5.71042701737487,1,6.8658910748834385,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,47.14046025216406,121.0
347,6,7.2991214627108,2,1960,6.212606095751519,2,7.2991214627108,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,53.277174127405445,121.0
348,7,7.394493107219038,2,2003,6.163314804034641,2,6.639875833826536,3.0,4.0,3.0,24.0,3.0,7.0,6.0,49,44.08795108863363,576.0
349,9,7.911690520708339,3,2005,6.561030665896573,2,7.522400231387125,4.0,5.0,4.0,24.0,4.0,6.0,6.0,81,56.58650524117307,576.0
350,9,7.533693709848633,2,2007,6.42648845745769,2,7.533693709848633,4.0,5.0,4.0,24.0,3.0,6.0,6.0,81,56.756540913812856,576.0
351,7,7.282073658093465,2,1986,6.100318952020064,1,7.282073658093465,2.0,4.0,3.0,19.0,3.0,6.0,6.0,49,53.02859676189873,361.0
352,5,7.013915474810528,1,1941,5.303304908059076,1,6.424869023905388,2.0,3.0,2.0,5.0,2.0,3.0,3.0,25,41.27894197433898,25.0
353,6,6.580639137284949,2,1928,6.184148890937483,1,6.437751649736401,2.0,3.0,2.0,6.0,2.0,3.0,2.0,36,41.444646303683754,36.0
354,6,7.3752557780097545,1,1940,5.484796933490655,1,6.846943139585379,2.0,3.0,2.0,9.0,2.0,6.0,3.0,36,46.880630356715294,81.0
355,6,7.0909098220799835,2,1995,6.257667587882639,2,7.0909098220799835,3.0,4.0,3.0,17.0,3.0,6.0,6.0,36,50.28100210487038,289.0
356,6,7.0630481633881725,2,1992,5.993961427306569,2,7.055312843339752,2.0,4.0,3.0,15.0,3.0,6.0,6.0,36,49.77743931739485,225.0
357,5,7.04141166379481,2,1976,6.270988431858299,1,7.04141166379481,2.0,4.0,2.0,1.0,4.0,6.0,6.0,25,49.5814782190256,1.0
358,5,7.210079628170788,1,1958,5.666426688112432,1,6.968850378341948,2.0,3.0,3.0,19.0,2.0,7.0,3.0,25,48.56487559571671,361.0
